mood,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
0,0.171,0.662,0.794,0,0.0883,-4.239,0.0533,104.951
0,0.369,0.579,0.704,0,0.27,-6.209,0.0305,124.978
0,0.0451,0.633,0.844,0,0.097,-3.815,0.0461,125.032
0,0.0546,0.753,0.749,4.39E-06,0.166,-5.214,0.0314,121.988
0,0.00324,0.625,0.855,0,0.742,-3.184,0.0401,120.004
0,0.00974,0.717,0.627,0,0.222,-8.198,0.0966,125.965
0,0.102,0.802,0.626,9.23E-05,0.0674,-6.532,0.0348,119.995
0,0.00559,0.665,0.846,0.007,0.134,-5.563,0.031,123.988
0,0.346,0.622,0.756,0,0.3,-5.375,0.0474,95.939
0,0.0159,0.547,0.881,0,0.171,-3.152,0.0512,99.979
0,0.0017,0.682,0.868,0.335,0.374,-6.3,0.109,124.024
0,0.119,0.876,0.765,5.20E-06,0.0826,-6.554,0.269,115.072
0,0.0953,0.668,0.9,1.06E-05,0.368,-4.228,0.0429,124.045
0,0.208,0.748,0.846,0.00215,0.0877,-4.32,0.0911,125.965
0,0.0568,0.657,0.653,0.000142,0.321,-8.525,0.0258,111.974
0,0.00882,0.482,0.756,0,0.0745,-4.876,0.0524,120.014
0,0.0374,0.612,0.726,2.00E-06,0.105,-5.934,0.036,119.964
0,0.0547,0.786,0.732,2.47E-06,0.342,-6.664,0.0421,123.982
0,0.158,0.8,0.66,0.02,0.14,-4.903,0.158,117.923
0,0.0409,0.527,0.763,1.13E-06,0.0969,-7.44,0.0415,125.997
0,0.000532,0.53,0.807,2.75E-06,0.496,-5.348,0.147,127.991
0,0.0714,0.646,0.761,0,0.222,-2.557,0.0385,129.916
0,0.0671,0.756,0.892,0.000139,0.0798,-4.361,0.0399,124.05
0,0.615,0.817,0.591,0.000255,0.124,-10.37,0.0592,119.995
0,0.0198,0.569,0.611,0,0.0356,-7.275,0.0909,170.121
0,0.145,0.711,0.876,0,0.116,-4.144,0.0551,122.969
0,0.0198,0.648,0.724,0,0.15,-5.189,0.0263,125.014
0,0.295,0.626,0.76,0,0.0575,-3.352,0.0327,122.984
0,0.3,0.799,0.791,0.00089,0.104,-5.173,0.109,119.993
0,0.126,0.751,0.65,1.78E-05,0.161,-6.212,0.046,119.983
0,0.11,0.585,0.82,0,0.134,-4.428,0.0774,169.895
0,0.0169,0.594,0.64,0,0.135,-6.865,0.033,92.871
0,0.118,0.639,0.83,0,0.0996,-3.322,0.0353,100.019
0,0.00309,0.59,0.94,6.82E-05,0.332,-5.593,0.0456,121.02
0,0.213,0.881,0.377,0.849,0.104,-15.256,0.0502,123.974
0,0.0682,0.742,0.789,0.00299,0.139,-7.7,0.0379,119.998
0,0.0167,0.659,0.788,0.00818,0.125,-7.463,0.0471,121.016
0,0.00454,0.619,0.901,0.373,0.303,-5.814,0.0384,119.026
0,0.0693,0.738,0.911,0.000381,0.62,-3.531,0.139,103.998
0,0.0219,0.846,0.637,0.000826,0.0636,-7.388,0.037,120.997
0,0.0152,0.684,0.884,0.231,0.594,-6.651,0.0619,126.038
0,0.00544,0.793,0.701,0,0.164,-4.764,0.0428,123.964
0,0.0499,0.698,0.847,0,0.338,-4.372,0.0366,119.985
0,0.011,0.555,0.879,0,0.298,-2.484,0.0983,113.852
0,0.0697,0.679,0.593,0,0.229,-7.614,0.0504,120.04
0,0.0606,0.598,0.815,0,0.176,-4.481,0.0858,121.986
0,0.383,0.58,0.745,0,0.25,-4.915,0.048,150.103
0,0.0476,0.583,0.94,0.000206,0.0524,-3.05,0.0551,127.009
0,0.00772,0.674,0.663,1.37E-05,0.287,-8.386,0.0391,124.028
0,0.264,0.503,0.754,5.85E-05,0.297,-3.634,0.0424,116.524
0,0.073,0.662,0.823,0,0.0833,-4.7,0.0971,118.958
0,0.034,0.796,0.798,4.19E-05,0.0952,-6.312,0.0317,116.032
0,0.19,0.706,0.914,0,0.0886,-5.668,0.0615,124.03
0,0.063,0.703,0.901,0,0.0618,-2.303,0.0384,105.059
0,0.042,0.82,0.702,0.00991,0.143,-6.06,0.0346,113.958
0,0.0629,0.782,0.748,0,0.1,-4.32,0.0523,123.937
0,0.0245,0.739,0.628,0,0.266,-4.137,0.0703,120.944
0,0.449,0.7,0.782,0,0.143,-4.631,0.0542,124.969
0,0.0238,0.6,0.845,0,0.434,-3.695,0.042,125.027
0,0.00815,0.559,0.856,0,0.113,-4.122,0.0621,127.997
0,0.255,0.74,0.745,0.000186,0.094,-3.848,0.031,126.015
0,0.224,0.595,0.775,8.09E-06,0.348,-4.4,0.0511,124.023
0,0.0463,0.513,0.836,0,0.128,-3.781,0.0579,124.964
0,0.000542,0.702,0.869,0.103,0.0958,-4.603,0.0313,125.966
0,0.00813,0.472,0.771,0,0.04,-5.7,0.123,119.802
0,0.0696,0.596,0.743,2.37E-06,0.202,-4.149,0.0302,125.883
0,0.00768,0.642,0.907,6.43E-05,0.0696,-3.26,0.0507,107.06
0,0.0718,0.74,0.874,0,0.0697,-2.832,0.0425,111.973
0,0.0681,0.713,0.809,0.000414,0.087,-4.695,0.195,120.166
0,0.136,0.62,0.851,0.000144,0.0999,-2.727,0.0332,122.011
0,0.0285,0.585,0.956,0,0.213,-3.577,0.0564,120.004
0,0.0336,0.776,0.814,0,0.109,-5.86,0.0737,118.032
0,0.0182,0.66,0.871,0,0.254,-3.449,0.0337,115.081
0,0.0334,0.582,0.863,1.42E-05,0.371,-4.067,0.0356,112.073
0,0.0434,0.807,0.836,0.396,0.113,-4.359,0.0359,120.057
0,0.045,0.589,0.876,0.857,0.397,-7.032,0.033,124.004
0,0.0384,0.824,0.972,0.0819,0.502,-4.045,0.0495,125.978
0,0.0411,0.701,0.741,1.65E-05,0.172,-6.874,0.0503,119.994
0,0.175,0.61,0.765,1.05E-06,0.0914,-4.914,0.172,125.028
0,0.00608,0.674,0.885,0,0.274,-4.595,0.0365,125.006
0,0.059,0.734,0.763,4.12E-06,0.239,-6.971,0.272,119.962
0,0.0293,0.702,0.898,2.82E-06,0.134,-5.449,0.0459,117.028
0,0.00406,0.714,0.866,0.0178,0.292,-5.483,0.09,125.072
0,0.0071,0.754,0.792,3.58E-06,0.153,-5.278,0.0429,118.024
0,0.0194,0.692,0.846,2.91E-05,0.324,-5.72,0.0559,124.007
0,0.0211,0.737,0.862,0,0.232,-2.823,0.0965,125.031
0,0.129,0.797,0.735,9.84E-05,0.171,-4.369,0.0328,125.996
0,0.00862,0.628,0.928,0.713,0.0651,-3.698,0.0621,123.953
0,0.0173,0.613,0.874,0,0.839,-5.912,0.262,121.995
0,0.00442,0.781,0.718,0,0.132,-7.814,0.387,123.992
0,0.000183,0.748,0.75,0.0626,0.046,-7.115,0.052,121.98
0,0.0166,0.754,0.804,7.42E-06,0.0472,-5.896,0.0557,123.03
0,0.0521,0.751,0.784,2.64E-05,0.0629,-4.964,0.138,106.069
0,0.105,0.519,0.761,6.48E-06,0.103,-3.618,0.0445,124.947
0,0.135,0.533,0.731,3.00E-06,0.198,-3.224,0.0322,127.98
0,0.0476,0.488,0.6,0.0219,0.154,-6.801,0.0422,128.001
0,0.024,0.555,0.728,2.35E-06,0.169,-3.54,0.0644,63.458
0,0.0013,0.307,0.961,0.00474,0.514,-5.6,0.0588,122.263
0,0.118,0.73,0.688,0.0231,0.139,-8.771,0.0651,123.027
0,0.32,0.943,0.409,0.777,0.105,-9.556,0.15,122.011
0,0.0453,0.817,0.776,0,0.158,-4.976,0.303,124.03
0,0.0808,0.68,0.823,0.000239,0.0794,-4.455,0.148,111.042
0,0.00162,0.612,0.883,0.0904,0.124,-5.799,0.037,120.98
0,0.0246,0.633,0.866,0.001,0.0904,-3.694,0.149,95.059
0,0.00123,0.776,0.819,0.297,0.292,-4.844,0.0334,120.013
0,0.18,0.776,0.614,0,0.109,-7.666,0.0488,120.003
0,0.0397,0.66,0.918,0.000206,0.126,-4.321,0.0486,122.065
0,0.0177,0.673,0.839,0.416,0.126,-6.787,0.0373,125.03
0,0.0331,0.705,0.825,2.60E-06,0.261,-5.439,0.029,122.035
0,0.0641,0.645,0.89,0.34,0.113,-5.122,0.0288,125
0,0.0268,0.668,0.693,0.000204,0.242,-7.386,0.0811,126.077
0,0.101,0.657,0.816,0,0.137,-4.819,0.168,120.092
0,0.168,0.652,0.797,1.48E-06,0.339,-4.78,0.0505,107.002
0,0.0698,0.727,0.822,0.000175,0.408,-4.481,0.0471,118.092
0,0.243,0.41,0.873,0,0.154,-3.984,0.041,123.553
0,0.0946,0.697,0.921,1.90E-05,0.159,-4.283,0.0424,123.988
0,0.0197,0.849,0.682,0.00143,0.0996,-6.241,0.123,121.997
0,0.00135,0.767,0.858,3.04E-05,0.188,-2.716,0.0636,118.979
0,0.000816,0.646,0.796,0.000154,0.211,-6.88,0.0384,123.999
0,0.0565,0.763,0.853,2.62E-06,0.149,-4.538,0.17,119.958
0,0.00204,0.627,0.862,3.63E-05,0.169,-4.773,0.104,126.041
0,0.131,0.703,0.86,2.04E-06,0.102,-4.049,0.0961,118.763
0,0.0205,0.657,0.788,0.161,0.073,-7.209,0.0429,125.997
0,0.0035,0.651,0.786,6.99E-05,0.179,-3.725,0.0761,109.019
0,0.0339,0.803,0.764,0.000703,0.206,-5.233,0.0387,122.014
0,0.000605,0.664,0.799,0.0704,0.152,-5.597,0.0308,123.994
0,0.0256,0.629,0.892,0.687,0.104,-4.775,0.0775,124.987
0,0.00116,0.694,0.931,0.0948,0.0518,-3.401,0.0382,123.002
0,0.0247,0.741,0.914,0.0195,0.22,-5.589,0.133,124.984
0,0.0924,0.865,0.598,0.000228,0.171,-6.376,0.0948,110.018
0,0.0102,0.623,0.939,0,0.699,-3.666,0.0745,123.981
0,0.0728,0.737,0.805,0.000198,0.163,-4.955,0.0505,124.015
0,0.000871,0.712,0.801,0,0.155,-5.298,0.0311,119.973
0,0.00316,0.708,0.891,2.44E-06,0.124,-4.931,0.092,125.999
0,0.000392,0.613,0.953,1.61E-05,0.056,-4.213,0.0555,123.877
0,0.248,0.66,0.733,8.96E-06,0.17,-4.619,0.0359,119.933
0,0.0177,0.728,0.947,0.00254,0.0987,-4.22,0.0828,125.874
0,0.00413,0.684,0.912,7.78E-06,0.0462,-3.95,0.0296,124.041
0,0.00752,0.652,0.712,0.154,0.345,-6.68,0.0635,127.87
0,0.00718,0.815,0.653,0.0868,0.252,-7.261,0.0398,123.931
0,0.0018,0.717,0.671,2.54E-06,0.0921,-5.077,0.0337,110.054
0,0.0833,0.689,0.706,0,0.105,-4.48,0.0312,106.52
0,0.216,0.595,0.784,0,0.0608,-4.878,0.102,124.111
0,0.00253,0.52,0.849,0,0.119,-3.794,0.186,175.908
0,0.051,0.774,0.792,0,0.155,-4.021,0.0523,122.062
0,0.217,0.806,0.513,0,0.217,-6.208,0.0685,124.988
0,0.00226,0.721,0.738,4.41E-06,0.118,-4.77,0.0403,119.976
0,0.454,0.661,0.486,0,0.0994,-4.438,0.0431,78.31
0,0.0481,0.733,0.886,1.81E-06,0.191,-1.856,0.0426,126.031
0,0.326,0.682,0.72,0,0.148,-8.173,0.0381,117.003
0,0.0704,0.624,0.86,0,0.0819,-3.012,0.124,100.897
0,0.021,0.582,0.889,0,0.687,-4.386,0.0491,121.977
0,0.0469,0.808,0.897,3.14E-05,0.364,-3.712,0.0348,126.026
0,0.0145,0.579,0.839,3.04E-05,0.201,-5.409,0.0703,158.141
0,0.0514,0.733,0.96,0.00199,0.287,-3.597,0.0295,124.01
0,0.011,0.555,0.879,0,0.298,-2.484,0.0983,113.852
0,0.141,0.66,0.667,5.26E-05,0.107,-6.87,0.0474,114.901
0,0.0151,0.638,0.878,0.000223,0.308,-3.639,0.0484,103.948
0,0.0703,0.694,0.822,1.18E-06,0.0977,-5.266,0.233,107.104
